MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Stories,Size,RealEstateCompany,ElectoralDiv,FullBedrooms,OtherRooms,HouseNumber,NumSum,LotArea
W4646965,M9N2P5,979900,Single Family,"201 PELLATT AVE|Toronto, Ontario M9N2P5",-79.5214917,43.71418320000001,House,2.0,4 + 1,1.0,45 x 130 FT,RE/MAX PREMIER INC.,York South--Weston / York-Sud--Weston,4,1,201.0,3.0,5850.0
W4646937,M9P2B4,899999,Single Family,"91 THE WESTWAY AVE|Toronto, Ontario M9P2B4",-79.53555379999997,43.6913984,House,2.0,3 + 1,1.0,45 x 147 FT ; 141.54 'X22.53 'X 22.53 'X 153.2'X55.07',RIGHT AT HOME REALTY INC.,Etobicoke Centre / Etobicoke-Centre,3,1,91.0,1.0,6615.0
W4646966,L6W2L2,724900,Single Family,"287 BARTLEY BULL PKWY|Brampton, Ontario L6W2L2",-79.73360500000003,43.680772999999995,House,2.0,3 + 2,1.0,50 x 110 FT,ROYAL LEPAGE CREDIT VALLEY REAL ESTATE,Brampton South / Brampton-Sud,3,2,287.0,8.0,5500.0
W4646818,L4X1C9,1239900,Single Family,"1545 VENTA AVE|Mississauga, Ontario L4X1C9",-79.5711213,43.6047534,House,3.0,4,2.0,50 x 120.71 FT,TORONTO REAL ESTATE,Mississauga--Lakeshore,4,0,1545.0,6.0,6035.5
W4646473,L6X0X6,1449000,Single Family,"16 JUNETOWN CIRC|Brampton, Ontario L6X0X6",-79.8041307,43.66051470000001,House,4.0,5 + 1,2.0,50.06 x 105.15 FT,LIVING REALTY INC.,Brampton West / Brampton-Ouest,5,1,16.0,7.0,5263.809
W4646441,L6Z2Z4,799999,Single Family,"46 TRALEE ST|Brampton, Ontario L6Z2Z4",-79.78714129999999,43.7105635,House,4.0,4 + 1,2.0,59.97 x 128.06 FT,DESERVIA REALTY INC.,Brampton North / Brampton-Nord,4,1,46.0,1.0,7679.7582
W4646420,M9W3R3,806000,Single Family,"40 GRIERSON RD|Toronto, Ontario M9W3R3",-79.54500990000003,43.7143426,House,2.0,3 + 1,1.0,50 x 104.5 FT,ROYAL LEPAGE SIGNATURE REALTY,Etobicoke North / Etobicoke-Nord,3,1,40.0,4.0,5225.0
W4646348,L6Y4T9,725000,Single Family,"12 VIVIANS CRES|Brampton, Ontario L6Y4T9",-79.7640603,43.6596161,House,3.0,3 + 1,2.0,40.38 x 99.28 FT,RE/MAX GOLD REALTY INC.,Brampton South / Brampton-Sud,3,1,12.0,3.0,4008.9264000000003
W4646336,M6S3W7,2299000,Single Family,"13 ARMADALE AVE|Toronto, Ontario M6S3W7",-79.48126429999998,43.6448783,House,6.0,3 + 2,2.0,30 x 120 FT,RE/MAX HALLMARK REALTY LTD.,Parkdale--High Park,3,2,13.0,4.0,3600.0
W4646185,L6Z1X4,750000,Single Family,"40 TREWARTHA CRES|Brampton, Ontario L6Z1X4",-79.8057178,43.72039520000001,House,3.0,4 + 1,2.0,30.23 x 151.13 FT,PURPLEBRICKS,Brampton North / Brampton-Nord,4,1,40.0,4.0,4568.6599
W4640947,L6V3P6,649900,Single Family,"433 HANSEN RD N|Brampton, Ontario L6V3P6",-79.76296640000002,43.71101710000001,House,3.0,3 + 1,,30 x 135 FT ; As Per Mpac Information,CENTURY 21 PEOPLE'S CHOICE REALTY INC.,Brampton Centre / Brampton-Centre,3,1,433.0,1.0,4050.0
W4645944,L6V1N4,749990,Single Family,"323 VODDEN ST E|Brampton, Ontario L6V1N4",-79.75284609999999,43.70795379999999,House,2.0,4,,50 x 110 FT,CENTURY 21 PEOPLE'S CHOICE REALTY INC.,Brampton Centre / Brampton-Centre,4,0,323.0,8.0,5500.0
W4645775,M8Z1H1,1225000,Single Family,"398 MELROSE ST|Toronto, Ontario M8Z1H1",-79.5077563,43.618730299999996,House,3.0,4 + 3,,35 x 125 FT,RE/MAX WEST REALTY INC.,Etobicoke--Lakeshore,4,3,398.0,2.0,4375.0
W4645548,L6W1V3,699900,Single Family,"44 ARDGLEN DR|Brampton, Ontario L6W1V3",-79.74558490000003,43.6891486,House,3.0,3 + 2,1.0,31.6 x 94 FT,CENTURY 21 RED STAR REALTY INC.,Brampton South / Brampton-Sud,3,2,44.0,8.0,2970.4
W4645391,L6X1E5,799900,Single Family,"42 BRAEMORE RD|Brampton, Ontario L6X1E5",-79.77111219999998,43.68031660000001,House,4.0,3 + 2,2.0,26.67 x 86.09 FT ; Irregular,ROYAL LEPAGE FLOWER CITY REALTY,Brampton South / Brampton-Sud,3,2,42.0,6.0,2296.0203
W4617744,L6V2X3,709900,Single Family,"82 IVYBRIDGE DR|Brampton, Ontario L6V2X3",-79.7602037,43.709404600000006,House,3.0,4 + 2,,30 x 100 FT,RE/MAX GOLD REALTY INC.,Brampton Centre / Brampton-Centre,4,2,82.0,1.0,3000.0
W4645282,L6Y3B6,754900,Single Family,"32 DAFFODIL PL|Brampton, Ontario L6Y3B6",-79.7449467,43.6540141,House,4.0,3 + 1,2.0,30.85 x 109.06 FT,HOMELIFE/MIRACLE REALTY LTD,Brampton South / Brampton-Sud,3,1,32.0,5.0,3364.501
W4645184,M9R3R9,788888,Single Family,"17 FELLER RD|Toronto, Ontario M9R3R9",-79.56414140000003,43.690531799999995,House,2.0,3 + 1,1.0,50 x 110 FT,SNOBAR REALTY GROUP INC.,Etobicoke Centre / Etobicoke-Centre,3,1,17.0,8.0,5500.0
W4645080,L6X3M1,599900,Single Family,"15 MCGRAW AVE|Brampton, Ontario L6X3M1",-79.7844982,43.6985972,House,2.0,3 + 1,2.0,29.72 x 108.49 FT,SUTTON GROUP - REALTY EXPERTS INC.,Brampton West / Brampton-Ouest,3,1,15.0,6.0,3224.3228
W4645072,L5R2Y4,1182500,Single Family,"5376 CHAMPLAIN TR|Mississauga, Ontario L5R2Y4",-79.6756228,43.605548,House,4.0,4 + 1,2.0,40.02 x 132.32 FT,KINGSWAY REAL ESTATE,Mississauga--Malton,4,1,5376.0,3.0,5295.4464
W4645000,M8Z4L5,999900,Single Family,"16 PARKER AVE|Toronto, Ontario M8Z4L5",-79.5135105,43.6252363,House,2.0,1 + 2,1.0,40.5 x 102.2 FT,KELLER WILLIAMS ADVANTAGE REALTY,Etobicoke--Lakeshore,1,2,16.0,7.0,4139.1
W4644731,L6V4R2,1249999,Single Family,"61 STONEYLAKE AVE|Brampton, Ontario L6V4R2",-79.764425,43.717628999999995,House,5.0,4 + 2,2.0,43.31 x 125.69 FT,ROYAL LEPAGE FLOWER CITY REALTY,Brampton Centre / Brampton-Centre,4,2,61.0,7.0,5443.6339
W4644732,M9N1L7,799000,Single Family,"222 KING ST|Toronto, Ontario M9N1L7",-79.5061309,43.708409499999995,House,2.0,4 + 1,1.5,50 x 129 FT,ROYAL LEPAGE SIGNATURE REALTY,York South--Weston / York-Sud--Weston,4,1,222.0,6.0,6450.0
W4644702,L6X5G4,1155000,Single Family,"27 KALMIA RD|Brampton, Ontario L6X5G4",-79.81231770000002,43.6653675,House,4.0,5 + 1,2.0,40.68 x 100.06 FT,RE/MAX REAL ESTATE CENTRE INC.,Brampton West / Brampton-Ouest,5,1,27.0,9.0,4070.4408
W4644137,L6S1P6,589900,Single Family,"4 HILLBANK TR|Brampton, Ontario L6S1P6",-79.7336407,43.7202417,House,2.0,3,2.0,41.37 x 49 FT,RE/MAX GOLD REALTY INC.,Brampton Centre / Brampton-Centre,3,0,4.0,4.0,2027.1299999999999
W4644039,L6X4A2,859900,Single Family,"2 ST GEORGE'S PL|Brampton, Ontario L6X4A2",-79.78711940000002,43.6725427,House,4.0,4 + 1,2.0,36.89 x 109.9 FT,RE/MAX REALTY SERVICES INC.,Brampton West / Brampton-Ouest,4,1,2.0,2.0,4054.2110000000002
W4643968,L4Z2R7,1079888,Single Family,"4594 GATINEAU AVE|Mississauga, Ontario L4Z2R7",-79.6427324,43.611498299999994,House,4.0,3 + 1,2.0,38.3 x 105 FT,ROYAL LEPAGE SIGNATURE REALTY,Mississauga--Malton,3,1,4594.0,4.0,4021.4999999999995
W4643941,M8Z3K2,2598000,Single Family,"129 MEADOWVALE DR|Toronto, Ontario M8Z3K2",-79.5197004,43.6434463,House,5.0,4 + 1,2.0,40 x 110 FT,IPRO REALTY LTD.,Etobicoke--Lakeshore,4,1,129.0,3.0,4400.0
W4643917,M9N3Z6,999900,Single Family,"69 MEADOW OAK PL|Toronto, Ontario M9N3Z6",-79.5291463,43.7124626,House,3.0,3 + 1,2.0,21.06 x 118 FT ; Irregular Large Lot Pieshape@Back59.79Ft,RE/MAX ULTIMATE REALTY INC.,York South--Weston / York-Sud--Weston,3,1,69.0,6.0,2485.08
W4643788,L6X3B5,775000,Single Family,"44 ORANGEBLOSSOM TR|Brampton, Ontario L6X3B5",-79.8092303,43.667080299999995,House,4.0,4,2.0,23.79 x 100.07 FT,SUTTON WEST REALTY INC.,Brampton West / Brampton-Ouest,4,0,44.0,8.0,2380.6652999999997
W4643825,L6W2G7,749900,Single Family,"8 CORE CRES|Brampton, Ontario L6W2G7",-79.74301070000001,43.6772797,House,2.0,3,1.0,50 x 120 FT,ROYAL LEPAGE CREDIT VALLEY REAL ESTATE,Brampton South / Brampton-Sud,3,0,8.0,8.0,6000.0
30780016,L4Z2R7,1079888,Single Family,"4594 GATINEAU Avenue|Mississauga, Ontario L4Z2R7",-79.64274300000002,43.611476,House,4.0,3 + 1,2.0,under 1/2 acre,ROYAL LEPAGE SIGNATURE REALTY,Mississauga--Malton,3,1,4594.0,4.0,21780.0
W4643566,M6P2T7,1849900,Single Family,"140 QUEBEC AVE|Toronto, Ontario M6P2T7",-79.4685098,43.656496999999995,House,3.0,4 + 1,2.5,25 x 90 FT,RE/MAX WEST REALTY INC.,Parkdale--High Park,4,1,140.0,5.0,2250.0
W4643484,M9B1X3,999999,Single Family,"82 GOSWELL RD|Toronto, Ontario M9B1X3",-79.5460528,43.64756679999999,House,2.0,3 + 2,1.0,50 x 118.25 FT,HOMELIFE FRONTIER REALTY INC.,Etobicoke Centre / Etobicoke-Centre,3,2,82.0,1.0,5912.5
W4643468,M9N3L2,1488000,Single Family,"24 HOWBERT DR|Toronto, Ontario M9N3L2",-79.5261392,43.7108154,House,4.0,3 + 1,1.0,43 x 134 FT ; Irregular Lot - Per Attached Survey,FOREST HILL REAL ESTATE INC.,York South--Weston / York-Sud--Weston,3,1,24.0,6.0,5762.0
W4643320,L4Z3Y5,764000,Single Family,"544 LEATHERLEAF DR|Mississauga, Ontario L4Z3Y5",-79.64278909999999,43.61829229999999,House,3.0,3,2.0,21.46 x 101.44 FT,SOPHIE JAREMKO REAL ESTATE LIMITED,Mississauga--Malton,3,0,544.0,4.0,2176.9024
W4643430,M9C5C5,1080000,Single Family,"99 BIGHAM CRES|Toronto, Ontario M9C5C5",-79.5873564,43.661201399999996,House,4.0,3,2.0,53.44 x 90.22 FT,EXIT REALTY HARE (PEEL),Etobicoke Centre / Etobicoke-Centre,3,0,99.0,9.0,4821.3568
W4643263,L5R3X1,989000,Single Family,"5299 LANDSBOROUGH AVE|Mississauga, Ontario L5R3X1",-79.6835148,43.602849600000006,House,4.0,4 + 1,2.0,43.34 x 109.91 FT,CITYSCAPE REAL ESTATE LTD.,Mississauga--Malton,4,1,5299.0,7.0,4763.499400000001
W4643237,M8V3B8,819900,Single Family,"191 ISLINGTON AVE|Toronto, Ontario M8V3B8",-79.5059215,43.6027119,House,2.0,4,2.0,25 x 118 FT,KELLER WILLIAMS PORTFOLIO REALTY,Etobicoke--Lakeshore,4,0,191.0,2.0,2950.0
W4643044,M9A2B1,3598000,Single Family,"85 RAVENSBOURNE CRES|Toronto, Ontario M9A2B1",-79.5419786,43.676286,House,6.0,4 + 1,2.0,65.71 x 121.5 FT,ROYAL LEPAGE PORRITT REAL ESTATE,Etobicoke Centre / Etobicoke-Centre,4,1,85.0,4.0,7983.764999999999
W4642985,L6V2J6,679700,Single Family,"19 PENNYWOOD RD|Brampton, Ontario L6V2J6",-79.74556700000002,43.703969,House,2.0,3 + 1,1.0,48.13 x 100 FT,RE/MAX REALTY SERVICES INC.,Brampton Centre / Brampton-Centre,3,1,19.0,1.0,4813.0
W4642609,L6X2H3,689900,Single Family,"25 CONISTON AVE|Brampton, Ontario L6X2H3",-79.78284959999998,43.6777398,House,3.0,3 + 1,,50 x 122.4 FT,TRIMAXX REALTY LTD.,Brampton West / Brampton-Ouest,3,1,25.0,7.0,6120.0
W4642561,M8V1G4,2799000,Single Family,"2596 LAKE SHORE BLVD W|Toronto, Ontario M8V1G4",-79.4909366,43.6066531,House,5.0,4 + 1,2.0,60 x 101.75 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,Etobicoke--Lakeshore,4,1,2596.0,4.0,6105.0
W4642292,L6T1P8,649900,Single Family,"11 BRENTWOOD DR|Brampton, Ontario L6T1P8",-79.70978240000002,43.70615479999999,House,2.0,4 + 1,2.0,38 x 129.51 FT,REALTY EXECUTIVES PLUS LTD,Brampton Centre / Brampton-Centre,4,1,11.0,2.0,4921.379999999999
W4642192,L6Y4L7,949902,Single Family,"50 CANNON CRES|Brampton, Ontario L6Y4L7",-79.7588038,43.6567306,House,5.0,4 + 3,2.0,44.32 x 103.63 FT,RE/MAX REALTY SPECIALISTS INC.,Brampton South / Brampton-Sud,4,3,50.0,5.0,4592.8816
W4642167,M6S2G3,2599000,Single Family,"106 BABY POINT RD|Toronto, Ontario M6S2G3",-79.499035538623,43.65523127527661,House,3.0,3,2.0,50 x 234 FT ; Ravine Lot With Table Land. See Survey.,CHESTNUT PARK REAL ESTATE LIMITED,Parkdale--High Park,3,0,106.0,7.0,11700.0
W4642001,L6X0Z6,1190000,Single Family,"24 PINE ISLAND WAY|Brampton, Ontario L6X0Z6",-79.7965225,43.6607082,House,3.0,4,2.0,46.92 x 100.07 FT,GTA LEADERS REALTY INC.,Brampton West / Brampton-Ouest,4,0,24.0,6.0,4695.2844
W4641902,L4Y2Z1,1334900,Single Family,"3079 CONSTITUTION BLVD|Mississauga, Ontario L4Y2Z1",-79.5929948,43.604411,House,6.0,5 + 1,2.5,39.37 x 86.94 FT,RE/MAX PROFESSIONALS INC.,Mississauga East--Cooksville / Mississauga-Est--Cooksville,5,1,3079.0,1.0,3422.8277999999996
W4641841,L6Y4Y2,855999,Single Family,"65 ARTHURS CRES|Brampton, Ontario L6Y4Y2",-79.7782074,43.6660842,House,4.0,4,2.0,30 x 103.35 FT,CITYGATE REALTY INC.,Brampton South / Brampton-Sud,4,0,65.0,2.0,3100.5
W4641796,M6P2V2,1599000,Single Family,"301 QUEBEC AVE|Toronto, Ontario M6P2V2",-79.4697718,43.6609474,House,3.0,6 + 1,2.0,28 x 145 FT,TRADEWORLD REALTY INC,Parkdale--High Park,6,1,301.0,4.0,4060.0
W4641721,L6Y0C2,1449000,Single Family,"8827 MISSISSAUGA RD|Brampton, Ontario L6Y0C2",-79.797629,43.64402800000001,House,3.0,1 + 2,1.0,105 x 295 FT,ROYAL STAR REALTY INC.,Brampton South / Brampton-Sud,1,2,8827.0,7.0,30975.0
W4641683,L5W1V8,1020000,Single Family,"589 KAISER DR|Mississauga, Ontario L5W1V8",-79.72138029999998,43.6383029,House,3.0,4,2.0,53.64 x 93.5 FT,CENTURY 21 PRESIDENT REALTY INC.,Mississauga--Malton,4,0,589.0,4.0,5015.34
W4641656,M8Y3P6,1359000,Single Family,"91 HUMBERVALE BLVD|Toronto, Ontario M8Y3P6",-79.5084048,43.6436885,House,2.0,2 + 1,1.0,35 x 110 FT,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,Etobicoke--Lakeshore,2,1,91.0,1.0,3850.0
W4641171,L6Y5Z1,1049000,Single Family,"76 ELMCREST DR|Brampton, Ontario L6Y5Z1",-79.7743097,43.659279299999994,House,4.0,4,2.0,38.06 x 98.45 FT ; Irregular,LESSCOM REALTY INC.,Brampton South / Brampton-Sud,4,0,76.0,4.0,3747.0070000000005
W4640914,L6Z3W7,849900,Single Family,"10 FAIRLIGHT ST|Brampton, Ontario L6Z3W7",-79.788264,43.720064,House,5.0,4 + 2,2.0,41.01 x 109.91 FT ; **Finished Basement With Sep Entrance**,RE/MAX REALTY SPECIALISTS INC.,Brampton North / Brampton-Nord,4,2,10.0,1.0,4507.4091
W4640864,L6V1K5,649900,Single Family,"85 WOODWARD AVE|Brampton, Ontario L6V1K5",-79.7553902,43.698321,House,2.0,3,1.0,50 x 130 FT ; Bonus ***,SAVE MAX FIRST CHOICE REAL ESTATE INC.,Brampton South / Brampton-Sud,3,0,85.0,4.0,6500.0
W4640827,M6L1P6,1688000,Single Family,"348 MAPLE LEAF DR|Toronto, Ontario M6L1P6",-79.487314,43.7132485,House,4.0,4,2.0,50 x 175 FT ; Deep Lot:Fully Landscaped(Frt/Bck),FOREST HILL REAL ESTATE INC.,York South--Weston / York-Sud--Weston,4,0,348.0,6.0,8750.0
W4640774,M8Y3E1,1178888,Single Family,"21 MCINTOSH AVE|Toronto, Ontario M8Y3E1",-79.496818,43.629695299999995,House,2.0,3,1.0,41.42 x 120 FT,RIGHT AT HOME REALTY INC.,Etobicoke--Lakeshore,3,0,21.0,3.0,4970.400000000001
W4640622,M9B4X9,2499000,Single Family,"84 HILLCROFT DR|Toronto, Ontario M9B4X9",-79.5452954,43.65866870000001,House,5.0,4,2.0,45 x 117.16 FT,ROYAL LEPAGE SIGNATURE REALTY,Etobicoke Centre / Etobicoke-Centre,4,0,84.0,3.0,5272.2
W4640508,L4X2L8,1399900,Single Family,"3234 GRADY CRT|Mississauga, Ontario L4X2L8",-79.58832640000001,43.615699400000004,House,3.0,3 + 1,,76.02 x 120.48 FT ; As Per Mpac,SUTTON GROUP - SUMMIT REALTY INC.,Mississauga East--Cooksville / Mississauga-Est--Cooksville,3,1,3234.0,3.0,9158.8896
W4640381,M8Y3G1,2498000,Single Family,"23 BEAUCOURT RD|Toronto, Ontario M8Y3G1",-79.49778420000001,43.6333902,House,6.0,4 + 2,2.0,48 x 110 FT,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,Etobicoke--Lakeshore,4,2,23.0,5.0,5280.0
W4640194,M9A4E1,3149000,Single Family,"26 ASHLEY PARK RD|Toronto, Ontario M9A4E1",-79.51801999999998,43.663385,House,5.0,4 + 1,2.0,80 x 150 FT,HARVEY KALLES REAL ESTATE LTD.,Etobicoke Centre / Etobicoke-Centre,4,1,26.0,8.0,12000.0
W4640164,M9N3E4,879000,Single Family,"48 LANGSIDE AVE|Toronto, Ontario M9N3E4",-79.5182103,43.7101191,House,2.0,3 + 2,1.0,40 x 125 FT,RE/MAX ULTIMATE REALTY INC.,York South--Weston / York-Sud--Weston,3,2,48.0,3.0,5000.0
W4639897,L6Y0M9,1100000,Single Family,"15 MATAGAMI ST|Brampton, Ontario L6Y0M9",-79.77377659999998,43.633931200000006,House,6.0,5 + 2,2.0,40.03 FT,ROYAL LEPAGE REAL ESTATE PROFESSIONALS,Brampton South / Brampton-Sud,5,2,15.0,6.0,
W4639820,M8Y4B8,2388000,Single Family,"106 BALLACAINE DR|Toronto, Ontario M8Y4B8",-79.49588979999999,43.6355822,House,4.0,4 + 1,2.0,45.02 x 116.16 FT,CENTURY 21 BEST SELLERS LTD.,Etobicoke--Lakeshore,4,1,106.0,7.0,5229.5232000000005
W4639796,L4Y2Z1,1138888,Single Family,"3229 CONSTITUTION BLVD|Mississauga, Ontario L4Y2Z1",-79.5970605,43.6073574,House,4.0,3 + 1,2.0,50 x 120 FT,KELLER WILLIAMS REAL ESTATE ASSOCIATES DIANE SALMAN GROUP,Mississauga East--Cooksville / Mississauga-Est--Cooksville,3,1,3229.0,7.0,6000.0
W4639678,,1358900,Single Family,"135 LAKE CRES|Toronto, Ontario",-79.4986738,43.605615,House,4.0,4,2.0,25 x 125 FT,RIFO REALTY INC.,Etobicoke--Lakeshore,4,0,135.0,9.0,3125.0
W4639499,L6Z3S5,735000,Single Family,"42 COLCHESTER AVE|Brampton, Ontario L6Z3S5",-79.7860903,43.717250299999996,House,2.0,3,2.0,30.02 x 109.91 FT,HOMELIFE/MIRACLE REALTY LTD,Brampton North / Brampton-Nord,3,0,42.0,6.0,3299.4982
W4639810,L6W1G6,1159000,Single Family,"9 PINE RIDGE LANE|Brampton, Ontario L6W1G6",-79.7399218,43.672754499999996,House,4.0,4,2.0,57.12 x 125.7 FT,RE/MAX REALTY SPECIALISTS INC.,Brampton South / Brampton-Sud,4,0,9.0,9.0,7179.9839999999995
W4639174,M9P2H7,1199800,Single Family,"31 LOCKHEED BLVD|Toronto, Ontario M9P2H7",-79.52825820000002,43.6988199,House,4.0,3 + 1,2.0,30 x 80 FT,RE/MAX ULTIMATE REALTY INC.,Etobicoke Centre / Etobicoke-Centre,3,1,31.0,4.0,2400.0
W4639149,L6Y4K3,868000,Single Family,"8 FAYWOOD DR|Brampton, Ontario L6Y4K3",-79.75814670000003,43.652924299999995,House,4.0,4,2.0,30.91 x 108.86 FT ; Irregular,RE/MAX WEST REALTY INC.,Brampton South / Brampton-Sud,4,0,8.0,8.0,3364.8626
W4639109,L4W2B3,1150000,Single Family,"1782 MAPLE RIDGE DR|Mississauga, Ontario L4W2B3",-79.594603,43.6316641,House,3.0,4,2.0,55 x 115 FT,HOMELIFE/CIMERMAN REAL ESTATE LIMITED,Mississauga East--Cooksville / Mississauga-Est--Cooksville,4,0,1782.0,9.0,6325.0
W4639226,L6X3R4,649000,Single Family,"18 HORSHAM ST|Brampton, Ontario L6X3R4",-79.7862654,43.6987355,House,2.0,3,2.0,27.17 x 102.76 FT,CENTURY 21 MILLENNIUM INC.,Brampton West / Brampton-Ouest,3,0,18.0,9.0,2791.9892000000004
W4638794,L5N1E9,1098888,Single Family,"16 CHARING DR|Mississauga, Ontario L5N1E9",-79.72379659999999,43.604536100000004,House,3.0,3 + 2,,53 x 125.02 FT,KELLER WILLIAMS REALTY SOLUTIONS,Mississauga--Streetsville,3,2,16.0,7.0,6626.0599999999995
W4638730,M9M1B6,1189900,Single Family,"20 WALSH AVE|Toronto, Ontario M9M1B6",-79.53292309999998,43.715996399999995,House,6.0,4 + 2,2.0,66.47 x 137 FT,DREAMWORLD REALTY INC.,Humber River--Black Creek,4,2,20.0,2.0,9106.39
W4638681,L6Y2J4,679900,Single Family,"18 CURTIS DR|Brampton, Ontario L6Y2J4",-79.7586286,43.668362,House,2.0,3 + 2,1.0,24.91 x 100.73 FT,CENTURY 21 RED STAR REALTY INC.,Brampton South / Brampton-Sud,3,2,18.0,9.0,2509.1843
W4638488,L6X2X6,1699000,Single Family,"41 ELBERN MARKELL DR|Brampton, Ontario L6X2X6",-79.8007701,43.6538987,House,5.0,4 + 1,2.0,60.76 x 111.7 FT ; 60.56 X 109.38 X 52.11 X 8.7 X 111.70 Ft,SAM MCDADI REAL ESTATE INC.,Brampton West / Brampton-Ouest,4,1,41.0,5.0,6786.892
W4638366,L6Y5H3,1999000,Single Family,"37 CLASSIC DR|Brampton, Ontario L6Y5H3",-79.7893308,43.653174,House,4.0,4 + 1,2.0,89.6 x 142.42 FT,SAVE MAX SUPREME REAL ESTATE INC.,Brampton South / Brampton-Sud,4,1,37.0,1.0,12760.831999999999
W4638237,L7A2Y1,829000,Single Family,"38 DEFOREST DR|Brampton, Ontario L7A2Y1",-79.8183152,43.703542799999994,House,3.0,3 + 1,2.0,41.01 x 85.3 FT,RE/MAX REAL ESTATE CENTRE INC.,Brampton West / Brampton-Ouest,3,1,38.0,2.0,3498.153
W4638161,M9A1E2,2568000,Single Family,"10 MATTICE RD|Toronto, Ontario M9A1E2",-79.5336303,43.6491264,House,6.0,4 + 1,2.0,47 x 145 FT,RE/MAX PROFESSIONALS INC.,Etobicoke--Lakeshore,4,1,10.0,1.0,6815.0
W4638155,M6S3S5,1099990,Single Family,"734 WILLARD AVE|Toronto, Ontario M6S3S5",-79.4884784,43.6651231,House,3.0,3 + 0,2.0,20 x 100 FT,RE/MAX CHAMPIONS REALTY INC.,Parkdale--High Park,3,0,734.0,5.0,2000.0
W4637904,M6N4N9,1325000,Single Family,"1B ELHURST COURT CRT|Toronto, Ontario M6N4N9",-79.4908061,43.684951399999996,House,4.0,4 + 2,2.0,27.99 x 90.75 FT,TFN REALTY INC.,York South--Weston / York-Sud--Weston,4,2,1.0,1.0,2540.0924999999997
W4637968,L6V3S3,728888,Single Family,"49 WEYBRIDGE TR|Brampton, Ontario L6V3S3",-79.76353470000002,43.711846,House,2.0,3,,30 x 130 FT ; Fully Fenced ...130 Deep,RE/MAX REALTY SERVICES INC.,Brampton Centre / Brampton-Centre,3,0,49.0,4.0,3900.0
W4637551,M9R1Z3,3099018,Single Family,"12 SUNVALE DR|Toronto, Ontario M9R1Z3",-79.5542761,43.6821835,House,8.0,5 + 2,2.0,80 x 200 FT,ACRO GOLD REALTY INC.,Etobicoke Centre / Etobicoke-Centre,5,2,12.0,3.0,16000.0
W4637079,M9R3E1,1949900,Single Family,"14 YORK RD|Toronto, Ontario M9R3E1",-79.55262330000002,43.699024200000004,House,3.0,5 + 1,,74 x 118 FT,HOMELIFE/MIRACLE REALTY LTD,Etobicoke North / Etobicoke-Nord,5,1,14.0,5.0,8732.0
W4636879,M9M1C1,1199900,Single Family,"48 YORKDALE CRES|Toronto, Ontario M9M1C1",-79.5349432,43.717405,House,5.0,4 + 1,2.0,50 x 120 FT,DREAMWORLD REALTY INC.,Humber River--Black Creek,4,1,48.0,3.0,6000.0
W4636880,L6Y2S6,749905,Single Family,"18 COPELAND RD|Brampton, Ontario L6Y2S6",-79.75407270000002,43.661088899999996,House,4.0,4,2.0,30.18 x 108.27 FT,RE/MAX REALTY SPECIALISTS INC.,Brampton South / Brampton-Sud,4,0,18.0,9.0,3267.5886
W4636812,L5W1A6,1595990,Single Family,"832 CRAIG CARRIER CRT|Mississauga, Ontario L5W1A6",-79.7177489,43.626301,House,5.0,5 + 1,2.0,45.93 x 155.55 FT,CENTURY 21 PEOPLE'S CHOICE REALTY INC.,Mississauga--Streetsville,5,1,832.0,4.0,7144.4115
W4636271,M9C1Z6,1549000,Single Family,"4229 BLOOR ST W|Toronto, Ontario M9C1Z6",-79.5658715,43.63459320000001,House,3.0,3 + 2,2.0,60.17 x 180 FT,RE/MAX PREMIER INC.,Etobicoke Centre / Etobicoke-Centre,3,2,4229.0,8.0,10830.6
W4636152,L5W1A6,1100000,Single Family,"785 CRAIG CARRIER CRT|Mississauga, Ontario L5W1A6",-79.7175736,43.627881099999996,House,4.0,3 + 1,2.0,78.77 x 113.09 FT,CENTURY 21 LEADING EDGE REALTY INC.,Mississauga--Streetsville,3,1,785.0,2.0,8908.0993
W4636111,M9A2C2,2199000,Single Family,"17 TETTENHALL RD|Toronto, Ontario M9A2C2",-79.544903,43.6758975,House,4.0,4 + 2,1.0,63.32 x 120 FT,HARVEY KALLES REAL ESTATE LTD.,Etobicoke Centre / Etobicoke-Centre,4,2,17.0,8.0,7598.4
W4635784,L6V1L9,999900,Single Family,"2 VICTORIA TERR|Brampton, Ontario L6V1L9",-79.7673892,43.6917342,House,3.0,6,2.5,75 x 84 FT,KELLER WILLIAMS REAL ESTATE ASSOCIATES,Brampton South / Brampton-Sud,6,0,2.0,2.0,6300.0
W4635595,L6Y2M8,1239990,Single Family,|,-79.7530345,43.6516546,House,5.0,4,2.0,38 x 110 FT,SPECTRUM REALTY SERVICES INC.,Brampton South / Brampton-Sud,4,0,,,4180.0
W4635480,M8W4M2,1515850,Single Family,"23A LUNNESS RD|Toronto, Ontario M8W4M2",-79.5445043,43.60357070000001,House,4.0,3,2.0,25 x 120.01 FT,RE/MAX REALTY ENTERPRISES INC.,Etobicoke--Lakeshore,3,0,23.0,5.0,3000.25
