MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Stories,Size,RealEstateCompany,FullBedrooms,OtherRooms,LotArea,ElectoralDiv
W4479923,L4Y3M4,1059900.0,Single Family,"3338 RIVERSPRAY CRES|Mississauga, Ontario L4Y3M4",-79.6031163,43.6101769,House,3.0,3 + 1,1.0,49.37 x 110.09 FT ; Irregular- Pie Shape,REAL ONE REALTY INC.,3.0,1,5435.1433,Mississauga East--Cooksville / Mississauga-Est--Cooksville
W4473394,L5G3P6,1798000.0,Single Family,"1556 CRESTVIEW AVE|Mississauga, Ontario L5G3P6",-79.5931594,43.569544799999996,House,3.0,6,1.0,100 x 149.9 FT,SUTTON GROUP REALTY SYSTEMS INC.,6.0,0,14990.0,Mississauga--Lakeshore
30740457,L5G3T5,3300000.0,Single Family,"1398 BROADMOOR Avenue|Mississauga, Ontario L5G3T5",-79.587396,43.568129,House,5.0,4,1.0,under 1/2 acre,"Century 21 Pace Realty Corp., Brokerage",4.0,0,21780.0,Mississauga--Lakeshore
W4468556,L5G2W8,3699850.0,Single Family,"1568 DOUGLAS DR|Mississauga, Ontario L5G2W8",-79.6041733,43.5601112,House,6.0,4 + 1,2.0,113 x 300 FT,RE/MAX REALTY ENTERPRISES INC.,4.0,1,33900.0,Mississauga--Lakeshore
W4468286,L5G2J1,4698000.0,Single Family,"267 KENOLLIE AVE|Mississauga, Ontario L5G2J1",-79.59986909999998,43.5577338,House,7.0,4 + 1,2.0,79.99 x 193 FT,RE/MAX EDGE REALTY INC.,4.0,1,15438.07,Mississauga--Lakeshore
W4465623,L5M5V5,1919000.0,Single Family,"5315 QUATERMAIN CRES|Mississauga, Ontario L5M5V5",-79.72686259999998,43.558506799999996,House,4.0,5 + 1,2.0,46 x 126 FT,SOTHEBY'S INTERNATIONAL REALTY CANADA,5.0,1,5796.0,Mississauga--Erin Mills
W4464047,L5B1T3,2199000.0,Single Family,"3309 JOAN DR|Mississauga, Ontario L5B1T3",-79.62852,43.583018700000004,House,5.0,4 + 3,2.0,50 x 174 FT,SOTHEBY'S INTERNATIONAL REALTY CANADA,4.0,3,8700.0,Mississauga East--Cooksville / Mississauga-Est--Cooksville
W4461543,L5A2K9,2299000.0,Single Family,"2426 EDENHURST DR|Mississauga, Ontario L5A2K9",-79.6062318,43.5812393,House,5.0,4,2.0,60 x 125 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,4.0,0,7500.0,Mississauga East--Cooksville / Mississauga-Est--Cooksville
W4455403,L5A2J9,1295000.0,Single Family,"2045 CAMILLA RD|Mississauga, Ontario L5A2J9",-79.59670940000002,43.5729747,House,5.0,3 + 4,1.0,"175 x 300 FT ; Rear 191 Feet, 1.3 Acres",CITYVIEW REALTY INC.,3.0,4,52500.0,Mississauga--Lakeshore
W4449042,L5M7C6,2599000.0,Single Family,"LOT 1 POLARIS WAY|Mississauga, Ontario L5M7C6",-79.6933394114675,43.5674289653093,House,5.0,4,2.0,68.65 x 100.94 FT,P2 REALTY INC.,4.0,0,6929.531000000001,Mississauga--Erin Mills
W4449027,L5M7C6,2699000.0,Single Family,"LOT 3 POLARIS WAY|Mississauga, Ontario L5M7C6",-79.6934207199812,43.5673678578339,House,5.0,4,2.0,61 x 100.72 FT,P2 REALTY INC.,4.0,0,6143.92,Mississauga--Erin Mills
W4449007,L5M7C6,3129000.0,Single Family,"LOT 7 POLARIS WAY|Mississauga, Ontario L5M7C6",-79.69357077782809,43.56738243774551,House,5.0,4,2.0,60 x 164.16 FT ; Pie Shape,P2 REALTY INC.,4.0,0,9849.6,Mississauga--Erin Mills
W4449002,L5M7C6,2299000.0,Single Family,"LOT 9 POLARIS WAY|Mississauga, Ontario L5M7C6",-79.69376729993,43.5674225913026,House,5.0,4,2.0,51.2 x 100.75 FT,P2 REALTY INC.,4.0,0,5158.4000000000015,Mississauga--Erin Mills
W4449004,L5M7C6,2399000.0,Single Family,"LOT 8 POLARIS WAY|Mississauga, Ontario L5M7C6",-79.6933987327532,43.5675047533721,House,5.0,4,2.0,16.5 x 30.7 M ; Irregular Per Survey Attached,P2 REALTY INC.,4.0,0,506.55,Mississauga--Erin Mills
W4446866,L5G3S9,1465000.0,Single Family,"36A CAYUGA AVE|Mississauga, Ontario L5G3S9",-79.5777933,43.5624338,House,4.0,3 + 1,2.0,25.03 x 125 FT,SOTHEBY'S INTERNATIONAL REALTY CANADA,3.0,1,3128.75,Mississauga--Lakeshore
30734056,L5G3S9,1465000.0,Single Family,"36A Cayuga Avenue|Mississauga, Ontario L5G3S9",-79.577536,43.562563,House,4.0,3 + 1,2.0,under 1/2 acre,"Sotheby's International Realty Canada, Brokerage",3.0,1,21780.0,Mississauga--Lakeshore
W4436455,L5B3H7,999999.0,Single Family,"206 LECH WALESA DR|Mississauga, Ontario L5B3H7",-79.6278702,43.580486799999996,House,3.0,3,2.0,33.44 x 122.6 FT,CITYVIEW REALTY INC.,3.0,0,4099.744000000001,Mississauga East--Cooksville / Mississauga-Est--Cooksville
W4426642,L5M1G8,899999.0,Single Family,"17 PIONEER DR|Mississauga, Ontario L5M1G8",-79.72366509999998,43.5844676,House,2.0,3 + 1,1.0,60 x 155.5 FT,BETTER HOMES AND GARDENS REAL ESTATE SIGNATURE SERVICE,3.0,1,9330.0,Mississauga--Streetsville
W4411309,L5G1B5,3248000.0,Single Family,"65 WANITA RD|Mississauga, Ontario L5G1B5",-79.572921,43.559979799999994,House,5.0,4 + 1,2.0,50 x 150 FT,IPRO REALTY LTD.,4.0,1,7500.0,Mississauga--Lakeshore
H4050366,L5G1Y4,2380000.0,Single Family,"406 JUMNA Avenue|Mississauga, Ontario L5G1Y4",-79.57772800000002,43.568118,House,6.0,4 + 1,2.0,50 x 132|under 1/2 acre,Homelife Professionals Realty Inc.,4.0,1,21780.0,Mississauga--Lakeshore
W4406823,L5A1T5,2350000.0,Single Family,"384 CREWENAN RD|Mississauga, Ontario L5A1T5",-79.60469599999998,43.5863355,House,6.0,4 + 1,2.0,89.52 x 100.33 FT,AA REAL ESTATE LTD.,4.0,1,8981.541599999999,Mississauga East--Cooksville / Mississauga-Est--Cooksville
W4405580,L5M0X9,1200000.0,Single Family,"2015 QUEENSBOROUGH GATE|Mississauga, Ontario L5M0X9",-79.6892598,43.562611,House,3.0,3,2.0,19 x 60 FT,QUEENSWAY REAL ESTATE BROKERAGE INC.,3.0,0,1140.0,Mississauga--Erin Mills
W4399397,L5M3K7,1380000.0,Single Family,"1478 HEATHFIELD MEWS|Mississauga, Ontario L5M3K7",-79.6852746,43.5729786,House,4.0,4 + 1,2.0,28.16 x 140.1 FT,RE/MAX ULTIMATE REALTY INC.,4.0,1,3945.216,Mississauga Centre / Mississauga-Centre
W4384728,L5C1V4,4888000.0,Single Family,"2239 PINENEEDLE ROW|Mississauga, Ontario L5C1V4",-79.623039,43.5580133,House,10.0,5 + 2,2.0,125 x 158.33 FT,SAM MCDADI REAL ESTATE INC.,5.0,2,19791.25,Mississauga--Lakeshore
W4377342,L5R3J1,1100000.0,Single Family,"668 STAPLEFORD TERR|Mississauga, Ontario L5R3J1",-79.6743075,43.5990787,House,4.0,4 + 2,2.0,29.76 x 109.78 FT,IPB GROUP,4.0,2,3267.0528000000004,Mississauga Centre / Mississauga-Centre
W4368530,L5L2S5,3580000.0,Single Family,|,-79.68024790000003,43.5580948,House,8.0,5 + 2,2.0,91.5 x 132.82 FT,HOMELIFE NEW WORLD REALTY INC.,5.0,2,12153.03,Mississauga--Erin Mills
W4318172,L5M5N5,1925000.0,Single Family,"5214 CREDITVIEW RD|Mississauga, Ontario L5M5N5",-79.69104250000002,43.5818319,House,2.0,2 + 1,1.0,100.24 x 691.62 FT   ; 100.24 X 689.50 X 100.40 X 691.62|1/2 - 1.99 acres,APEX RESULTS REALTY INC.,2.0,1,69327.98879999999,Mississauga--Streetsville
H4042611,L5M5N5,1925000.0,Single Family,"5214 CREDITVIEW Road|Mississauga, Ontario L5M5N5",-79.689111,43.580868,House,2.0,2 + 1,1.0,100.24X689.50X108.40X691.62|1/2 - 1.99 acres,Apex Results Realty Inc.,2.0,1,86684.4,Mississauga Centre / Mississauga-Centre
N4591336,L3X3A9,895000.0,Single Family,"62 MYNDEN WAY|Newmarket, Ontario L3X3A9",-79.4942,44.057108899999996,House,4.0,4 + 1,2.0,36.29 x 82.87 FT,HOMELIFE FRONTIER REALTY INC.,4.0,1,3007.3523,Newmarket--Aurora
N4591227,L3X3G9,699900.0,Single Family,"50 ROSS PATRICK CRES|Newmarket, Ontario L3X3G9",-79.4983993,44.0516172,House,3.0,4,2.0,37.34 x 85.3 FT,ROYAL LEPAGE NEW CONCEPT,4.0,0,3185.1020000000008,Newmarket--Aurora
N4590981,L3Y2V7,519900.0,Single Family,"114 SHELDON AVE|Newmarket, Ontario L3Y2V7",-79.4755037,44.0576707,House,2.0,3 + 1,1.0,32.5 x 95 FT,RE/MAX WEST REALTY INC.,3.0,1,3087.5,Newmarket--Aurora
N4590809,L3Y0C6,1099900.0,Single Family,"7 ALF NEELY WAY|Newmarket, Ontario L3Y0C6",-79.4841677,44.047354,House,5.0,5,2.0,47.64 x 121 FT ; Pie Shape 62 Feet At Back,MASTER'S TRUST REALTY INC.,5.0,0,5764.440000000001,Newmarket--Aurora
N4590588,L3Y6K3,730000.0,Single Family,"290 MANCHESTER DR|Newmarket, Ontario L3Y6K3",-79.47080600000002,44.06744370000001,House,3.0,3,2.0,15 x 31 M ; Irregular As Per Attached Survey,RIGHT AT HOME REALTY INC.,3.0,0,465.0,Newmarket--Aurora
N4590494,L3Y5A2,648000.0,Single Family,"698 IRWIN CRES|Newmarket, Ontario L3Y5A2",-79.4501495,44.063280400000004,House,2.0,3,,40 x 112 FT ; Premium 40X112Ft Deep Lot!,HOMELIFE EAGLE REALTY INC.,3.0,0,4480.0,Newmarket--Aurora
N4590203,L3Y4V9,3999000.0,Single Family,"890 MILLER'S SDRD|King, Ontario L3Y4V9",-79.5162508,44.0672073,House,4.0,3 + 2,1.0,21.6 Acre,RE/MAX REALTY ENTERPRISES INC.,3.0,2,940896.0,York--Simcoe
N4590121,L3Y3W8,609000.0,Single Family,"16916 BAYVIEW AVE|Newmarket, Ontario L3Y3W8",-79.45335820000003,44.046001399999994,House,2.0,4,1.0,66 x 175 FT,CENTURY 21 FINE LIVING REALTY INC.,4.0,0,11550.0,Newmarket--Aurora
N4590069,L3X1C2,1129999.0,Single Family,"498 ALEX DONER DR|Newmarket, Ontario L3X1C2",-79.4989704,44.049941499999996,House,3.0,4,2.0,65 x 265 FT ; Premium 65X265Ft Deep Lot!,HOMELIFE EAGLE REALTY INC.,4.0,0,17225.0,Newmarket--Aurora
N4589883,L3Y6J7,680000.0,Single Family,"234 YORKSHIRE DR|Newmarket, Ontario L3Y6J7",-79.4706741,44.062872399999996,House,3.0,4,,50 x 110 FT,KELLER WILLIAMS REALTY CENTRES,4.0,0,5500.0,Newmarket--Aurora
N4589630,L3Y5H9,775000.0,Single Family,"290 BANKSIA CRT|Newmarket, Ontario L3Y5H9",-79.4365415,44.074933200000004,House,2.0,3,2.0,34.41 x 126.78 FT ; Irreg: R 130.65 W 91.91,JAY MILLER REAL ESTATE LTD.,3.0,0,4362.4998,Newmarket--Aurora
N4589570,L3Y6G7,789000.0,Single Family,"276 PLYMOUTH TR|Newmarket, Ontario L3Y6G7",-79.474819,44.06704000000001,House,2.0,3 + 1,1.0,38.67 x 179.11 FT ; Irregular,CENTURY 21 HERITAGE GROUP LTD.,3.0,1,6926.183700000001,Newmarket--Aurora
N4589250,L3X3J4,890000.0,Single Family,"188 WOODSPRING AVE|Newmarket, Ontario L3X3J4",-79.5041541,44.05553370000001,House,5.0,4,2.0,40.03 x 134.53 FT,TOP CANADIAN REALTY INC.,4.0,0,5385.2359000000015,Newmarket--Aurora
N4589244,L3Y8B5,728000.0,Single Family,"74 BRISTOL RD|Newmarket, Ontario L3Y8B5",-79.480034,44.0684475,House,3.0,4 + 1,2.0,49.34 x 167.16 FT,CENTURY 21 HERITAGE GROUP LTD.,4.0,1,8247.6744,Newmarket--Aurora
N4589160,L3Y5M9,649900.0,Single Family,"200 CURREY CRES|Newmarket, Ontario L3Y5M9",-79.4682941,44.0384886,House,2.0,3,1.0,"36.28 x 176.52 FT ; Pie Shape! 79.75Ft Back, 136.10Ft East",KELLER WILLIAMS REALTY CENTRES,3.0,0,6404.145600000002,Newmarket--Aurora
N4589118,L3Y7H4,875000.0,Single Family,"859 LESLIE VALLEY DR|Newmarket, Ontario L3Y7H4",-79.44487480000002,44.07797160000001,House,3.0,4 + 1,2.0,54.95 x 102 FT,RIGHT AT HOME REALTY INVESTMENTS GROUP,4.0,1,5604.9000000000015,Newmarket--Aurora
N4588928,L3Y4V9,1500000.0,Single Family,"80 GLENVIEW HEIGHTS LANE|King, Ontario L3Y4V9",-79.534549,44.0394756,House,0.0,0,1.0,405.41 x 896.11 FT   ; Irregular As Per Mpac. 7.53 Acres.|5 - 9.99 acres,RE/MAX ALL-STARS BENCZIK TEAM REALTY,0.0,0,363291.9551,King--Vaughan
N4588774,L3X2K6,878000.0,Single Family,"97 AUSTINPAUL DR|Newmarket, Ontario L3X2K6",-79.48372490000001,44.0365364,House,4.0,4 + 1,2.0,30.68 x 120.64 FT ; 37.08 Rear; 115.71 East,RE/MAX REALTRON TURNKEY REALTY,4.0,1,3701.2352,Newmarket--Aurora
N4588672,L3X3K6,985000.0,Single Family,"218 ROADHOUSE BLVD|Newmarket, Ontario L3X3K6",-79.4973449,44.0644273,House,4.0,4,2.0,44.95 x 93.86 FT ; North 115.25 Ft & Rear 49.80 Ft,LANDER REALTY INC.,4.0,0,4219.007000000001,Newmarket--Aurora
N4588646,L3X0B3,1080000.0,Single Family,"1051 BLACKHALL CRES|Newmarket, Ontario L3X0B3",-79.4207939,44.037053799999995,House,4.0,4 + 1,2.0,42.64 x 98.89 FT ; Irregular Pie Shape Lot. Dimensions:59.1,CENTURY 21 ATRIA WH REALTY INC.,4.0,1,4216.6696,Newmarket--Aurora
N4588596,L3X0J3,979000.0,Single Family,"751 CLIFFORD PERRY PL|Newmarket, Ontario L3X0J3",-79.5056917,44.060751,House,3.0,4,2.0,55.15 x 105.88 FT,ROYAL LEPAGE SIGNATURE REALTY,4.0,0,5839.281999999998,Newmarket--Aurora
N4588450,L3X3C2,699000.0,Single Family,"171 ALFRED SMITH WAY|Newmarket, Ontario L3X3C2",-79.4883739,44.060109000000004,House,3.0,3,2.0,39.13 x 87.38 FT,AIMHOME REALTY INC.,3.0,0,3419.1794,Newmarket--Aurora
N4588294,L3Y2Y5,519900.0,Single Family,"150 LONGFORD DR|Newmarket, Ontario L3Y2Y5",-79.4693558,44.0620513,House,2.0,3 + 1,1.0,33 x 100 FT,SUTTON GROUP FUTURE REALTY INC.,3.0,1,3300.0,Newmarket--Aurora
N4587600,L9N0B4,829900.0,Single Family,"4 HEREFORDSHIRE CRES|Newmarket, Ontario L9N0B4",-79.4980917,44.0675115,House,4.0,4 + 2,2.0,29.53 x 104.99 FT,HOMELIFE/FUTURE REALTY INC.,4.0,2,3100.3547,Newmarket--Aurora
N4587543,L3X0C1,970000.0,Single Family,"159 ART WEST AVE|Newmarket, Ontario L3X0C1",-79.5000687,44.059163899999994,House,4.0,4,2.0,36.12 x 92.66 FT,HOMELIFE FRONTIER REALTY INC.,4.0,0,3346.8792,Newmarket--Aurora
N4586946,L3X0B2,1280000.0,Single Family,"1022 BLACKHALL CRES|Newmarket, Ontario L3X0B2",-79.4219042,44.037498,House,5.0,5,2.5,49.21 x 85.3 FT,MASTER'S TRUST REALTY INC.,5.0,0,4197.613,Newmarket--Aurora
N4586941,L3X2K8,688800.0,Single Family,"799 PUCKS PL|Newmarket, Ontario L3X2K8",-79.4421384,44.036432399999995,House,3.0,4 + 1,2.0,25.2 x 121 FT ; East Side Lot Is 110',RE/MAX ALL-STARS REALTY INC.,4.0,1,3049.2,Newmarket--Aurora
N4586718,L3Y2S7,1688000.0,Single Family,"303 PENN AVE|Newmarket, Ontario L3Y2S7",-79.46751,44.0611445,House,6.0,4,2.0,70 x 194 FT,RE/MAX REALTRON REALTY INC.,4.0,0,13580.0,Newmarket--Aurora
N4586118,L3Y6P9,749900.0,Single Family,"379 BURFORD ST|Newmarket, Ontario L3Y6P9",-79.461665,44.0725499,House,4.0,4 + 1,2.0,50 x 110.74 FT,CHESTNUT PARK REAL ESTATE LIMITED,4.0,1,5537.0,Newmarket--Aurora
N4585768,L3Y4E8,749000.0,Single Family,"110 NIAGARA ST|Newmarket, Ontario L3Y4E8",-79.461963,44.054998,House,2.0,4,1.5,47.5 x 215.81 FT ; Irreg: Dimensions Per Mpac,JAY MILLER REAL ESTATE LTD.,4.0,0,10250.975,Newmarket--Aurora
N4585587,L3Y1J3,799000.0,Single Family,"52 EAGLE ST|Newmarket, Ontario L3Y1J3",-79.475746,44.045685,House,2.0,3,1.0,60 x 135 FT,RE/MAX HALLMARK YORK GROUP REALTY LTD.,3.0,0,8100.0,Newmarket--Aurora
N4585481,L3Y5Y6,729900.0,Single Family,"92 CARDINAL CRES|Newmarket, Ontario L3Y5Y6",-79.476466,44.0607619,House,3.0,3 + 1,2.0,56.98 x 116.19 FT ; S-112Ft E-80Ft,ROYAL LEPAGE RCR REALTY,3.0,1,6620.5062,Newmarket--Aurora
N4585415,L3X0A7,998000.0,Single Family,"865 MEMORIAL CIRC|Newmarket, Ontario L3X0A7",-79.4194152,44.0363861,House,4.0,4,2.0,33.68 x 108.22 FT,BAY STREET GROUP INC.,4.0,0,3644.8496,Newmarket--Aurora
N4585022,L9N0B3,938888.0,Single Family,"17 LADY GWILLIM AVE|Newmarket, Ontario L9N0B3",-79.5002444,44.0683359,House,3.0,4,2.0,35.99 x 109.91 FT,HOMELIFE GALAXY REAL ESTATE LTD.,4.0,0,3955.6609,Newmarket--Aurora
N4584789,L3X1G9,949000.0,Single Family,"298 KIRBY CRES|Newmarket, Ontario L3X1G9",-79.4948847,44.046178999999995,House,3.0,4,2.0,49.25 x 124.7 FT,CENTURY 21 HERITAGE GROUP LTD.,4.0,0,6141.475,Newmarket--Aurora
N4584702,L3Y7Y7,1148000.0,Single Family,"247 BILLINGS CRES|Newmarket, Ontario L3Y7Y7",-79.47117370000002,44.0716329,House,4.0,4,2.0,50.56 x 161.59 FT ; Irregular,MAIN STREET REALTY LTD.,4.0,0,8169.9904000000015,Newmarket--Aurora
N4584366,L9N0B4,699000.0,Single Family,"99 HARVEST HILLS BLVD|East Gwillimbury, Ontario L9N0B4",-79.4981449,44.067811299999995,House,4.0,3 + 1,2.0,22.64 x 104.99 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,3.0,1,2376.9736,Newmarket--Aurora
N4584133,L3X1V2,1175000.0,Single Family,"127 RHODES CIRC|Newmarket, Ontario L3X1V2",-79.5003762,44.0401032,House,4.0,4,2.0,45.38 x 193.2 FT ; R: 100.07' W: 133.08,CENTURY 21 HERITAGE GROUP LTD.,4.0,0,8767.416,Newmarket--Aurora
N4583955,L3X0B6,1190000.0,Single Family,"1106 HARDEN TR|Newmarket, Ontario L3X0B6",-79.4146147,44.0396966,House,5.0,4,2.0,44 x 85.36 FT,SULTAN REALTY INC.,4.0,0,3755.84,Newmarket--Aurora
N4583721,L3X2P4,889000.0,Single Family,"558 MENCZEL CRES N|Newmarket, Ontario L3X2P4",-79.48262640000002,44.037023100000006,House,4.0,3 + 1,2.0,34.26 x 125.32 FT,TOP CANADIAN REALTY INC.,3.0,1,4293.463199999999,Newmarket--Aurora
N4583626,L3Y2Y6,549900.0,Single Family,"47 LONGFORD DR|Newmarket, Ontario L3Y2Y6",-79.4711365,44.058769299999994,House,2.0,3 + 2,1.0,32 x 95 FT ; *Newmarket,KELLER WILLIAMS REALTY CENTRES,3.0,2,3040.0,Newmarket--Aurora
N4583494,L3X1G4,998000.0,Single Family,"314 ALEX DONER DR|Newmarket, Ontario L3X1G4",-79.4966238,44.043768299999996,House,4.0,4 + 1,2.0,46.18 x 154.53 FT,SUTTON GROUP-ADMIRAL REALTY INC.,4.0,1,7136.1954,Newmarket--Aurora
N4583153,L3Y1Y7,765000.0,Single Family,"33 MILLARD AVE E|Newmarket, Ontario L3Y1Y7",-79.47791099999998,44.051437,House,2.0,3 + 3,1.0,70 x 120 FT ; E-120' W-121',HOMELIFE LANDMARK REALTY INC.,3.0,3,8400.0,Newmarket--Aurora
N4583033,L3X3H2,798000.0,Single Family,"374 GILPIN DR N|Newmarket, Ontario L3X3H2",-79.4937863,44.060825,House,4.0,3,2.0,35.56 x 94.58 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,3.0,0,3363.264800000001,Newmarket--Aurora
N4582984,L3X3K3,915000.0,Single Family,"24 WILLIAMSON FAMILY HLLW|Newmarket, Ontario L3X3K3",-79.5002005,44.05141629999999,House,5.0,4 + 0,2.0,45.11 x 94 FT,FIRST OPTIMUM REALTY INC.,4.0,0,4240.34,Newmarket--Aurora
N4582894,L3X1B4,1199000.0,Single Family,"355 FAIRWAY GDNS|Newmarket, Ontario L3X1B4",-79.4910843,44.04937620000001,House,4.0,4 + 2,2.0,55.86 x 140 FT,SUTTON GROUP-ADMIRAL REALTY INC.,4.0,2,7820.4,Newmarket--Aurora
N4582577,L3Y7W6,824900.0,Single Family,"164 GRANT BLIGHT CRES|Newmarket, Ontario L3Y7W6",-79.4752663,44.0671042,House,3.0,3 + 1,1.0,52.49 x 112.86 FT,SUTTON GROUP FUTURE REALTY INC.,3.0,1,5924.021400000001,Newmarket--Aurora
N4582491,L3X1P6,1639000.0,Single Family,"942 STONEHAVEN AVE|Newmarket, Ontario L3X1P6",-79.434976,44.035738,House,6.0,5 + 1,2.0,65 x 131 FT,KELLER WILLIAMS REALTY CENTRES,5.0,1,8515.0,Newmarket--Aurora
N4582279,L3X0G6,1199000.0,Single Family,"699 MEE  PL|Newmarket, Ontario L3X0G6",-79.416332,44.0421458,House,4.0,4,2.0,"45.05 x 136.11 FT ; Rear 61.07 Feet, South Side 112.34 Pie",CENTURY 21 LANDUNION REALTY INC.,4.0,0,6131.7555,Newmarket--Aurora
N4582251,L3R6E1,1050000.0,Single Family,"518 KEITH AVE|Newmarket, Ontario L3R6E1",-79.5003322,44.0387011,House,6.0,5 + 1,2.0,49.21 x 141.11 FT,RIGHT AT HOME REALTY INC.,5.0,1,6944.0231,Newmarket--Aurora
N4582182,L3Y4T3,849000.0,Single Family,"246 CAROL AVE|Newmarket, Ontario L3Y4T3",-79.47186059999999,44.047942,House,3.0,3 + 1,1.0,75 x 100 FT,KELLER WILLIAMS REALTY CENTRES,3.0,1,7500.0,Newmarket--Aurora
N4581878,L3Y8E5,1489900.0,Single Family,"200 SHERWOOD PL|Newmarket, Ontario L3Y8E5",-79.466819,44.050776299999995,House,3.0,3,1.0,104.69 x 328.22 FT   ; 328.22 X 35.31  X 69.26 X 305.88 Feet|1/2 - 1.99 acres,RE/MAX REALTRON POLSINELLO REALTY,3.0,0,34361.351800000004,Newmarket--Aurora
N4581714,L9N0C2,679900.0,Single Family,"127 FOUR SEASONS CRES|Newmarket, Ontario L9N0C2",-79.491523,44.06862279999999,House,3.0,3,2.0,22.65 x 105.08 FT,LANDER REALTY INC.,3.0,0,2380.062,Newmarket--Aurora
N4581393,L3Y0E2,1470000.0,Single Family,"128 MITCHELL PL|Newmarket, Ontario L3Y0E2",-79.4906689,44.0506574,House,5.0,5,2.0,54 x 144 FT ; *As In Yr2925235 Town Of Newmarket,ROYAL LEPAGE YOUR COMMUNITY REALTY,5.0,0,7776.0,Newmarket--Aurora
N4581239,L3X3B7,959900.0,Single Family,"103 MYNDEN WAY|Newmarket, Ontario L3X3B7",-79.49163349999998,44.058713299999994,House,3.0,4,2.0,57.31 x 85.3 FT ; Premium 57' Lot,RE/MAX CHAY BWG REALTY,4.0,0,4888.543,Newmarket--Aurora
N4581211,L3Y4M5,748000.0,Single Family,"331 DENNIE AVE|Newmarket, Ontario L3Y4M5",-79.46438979999998,44.046217999999996,House,2.0,4,,66.16 x 106.65 FT ; Irreg: R 41 S 109.53,JAY MILLER REAL ESTATE LTD.,4.0,0,7055.964,Newmarket--Aurora
N4581143,L3X0J1,1388000.0,Single Family,"513 CLIFFORD PERRY PL|Newmarket, Ontario L3X0J1",-79.5073186,44.0582004,House,6.0,4 + 2,2.0,44 x 117 FT,RE/MAX REALTRON REALTY INC.,4.0,2,5148.0,Newmarket--Aurora
N4581059,L3X0J4,838900.0,Single Family,"730 CLIFFORD PERRY PL|Newmarket, Ontario L3X0J4",-79.5048765,44.060848,House,3.0,4,2.0,36.09 x 98.43 FT,SUTTON GROUP-ADMIRAL REALTY INC.,4.0,0,3552.338700000001,Newmarket--Aurora
N4580967,L3Y1C2,785000.0,Single Family,"308 TOWERCREST DR|Newmarket, Ontario L3Y1C2",-79.4630713,44.0442564,House,2.0,3 + 1,,50 x 120 FT,ROYAL LEPAGE RCR REALTY,3.0,1,6000.0,Newmarket--Aurora
N4580648,L3X1K6,1288000.0,Single Family,"757 KINGSMERE AVE|Newmarket, Ontario L3X1K6",-79.4350058,44.0376899,House,4.0,4,2.0,55.25 x 132.58 FT,RE/MAX REALTRON REALTY INC.,4.0,0,7325.045000000001,Newmarket--Aurora
N4580667,L9N0A6,650000.0,Single Family,"41 HARVEST HILLS BLVD|Newmarket, Ontario L9N0A6",-79.50098359999998,44.0672541,House,4.0,3,2.0,22.64 x 104.99 FT,CENTURY 21 HERITAGE GROUP LTD.,3.0,0,2376.9736,Newmarket--Aurora
N4580588,L3X3E6,998000.0,Single Family,"995 NELLIE LITTLE CRES|Newmarket, Ontario L3X3E6",-79.43199440000002,44.0441588,House,4.0,3 + 1,2.0,40.03 x 109.91 FT,REAL ONE REALTY INC.,3.0,1,4399.6973,Newmarket--Aurora
N4580038,L3Y3Z5,1600000.0,Single Family,"238 MAIN ST N|Newmarket, Ontario L3Y3Z5",-79.4611266,44.06728870000001,House,1.0,2,2.0,52 x 275 FT,URBANLIFE REALTY INC.,2.0,0,14300.0,Newmarket--Aurora
N4510803,L3Y4V9,12950000.0,Single Family,"1865 DAVIS DR W|King, Ontario L3Y4V9",-79.54225490000002,44.040839299999995,House,8.0,5,2.0,18.83 Acre   ; As Per Deed|10 - 24.99 acres,SOTHEBY'S INTERNATIONAL REALTY CANADA,5.0,0,820234.7999999998,King--Vaughan
N4579878,L3Y5Z8,849000.0,Single Family,"85 DERBY CRT|Newmarket, Ontario L3Y5Z8",-79.479247,44.065528,House,2.0,4,,66.33 x 143.56 FT,RIGHT AT HOME REALTY INC.,4.0,0,9522.3348,Newmarket--Aurora
N4579688,L3Y4W1,2250000.0,Single Family,"17102 WARDEN AVE|Whitchurch-Stouffville, Ontario L3Y4W1",-79.3820796618408,44.0657196623034,House,3.0,5,2.0,46.59 Acre|25 - 50 acres,LACEBY REAL ESTATE LIMITED,5.0,0,2029460.4,Markham--Stouffville
N4579520,L3Y8A4,829000.0,Single Family,"359 SALISBURY LANE|Newmarket, Ontario L3Y8A4",-79.4664773,44.0701114,House,3.0,4 + 1,2.0,49.21 x 111.88 FT,CENTURY 21 HERITAGE GROUP LTD.,4.0,1,5505.6148,Newmarket--Aurora
N4579489,L3X0H4,799900.0,Single Family,"725 YARFIELD CRES|Newmarket, Ontario L3X0H4",-79.5033316,44.0493783,House,3.0,3,2.0,25 x 105 FT,CENTURY 21 ATRIA REALTY INC.,3.0,0,2625.0,Newmarket--Aurora
